#
#   VizieR Astronomical Server vizier.u-strasbg.fr
#    Date: 2025-11-13T06:01:55 [V7.5.3]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	service_protocol=ASU	  IVOID of the protocol through which the data was retrieved
#INFO	request_date=2025-11-13T06:01:55	  Query execution date
#INFO	request=https://vizier.u-strasbg.fr/viz-bin/asu-tsv?-oc.form=dec&-out.max=1000&-order=I&-out.src=J/ApJS/234/18/table3&-source=J/ApJS/234/18/table3&-out=Name&-out=sma&-out=ell&-out=muFUV&-out=cumuFUV&-out=muNUV&-out=cumuNUV&-out=FN&-out=sma36&-out=mu36corr&-out=tmagcorr&-out=asmag36&	  Full request URL (POST)
#INFO	contact=cds-question@unistra.fr	  Email or URL to contact publisher
#INFO	server_software=7.5.3	  Software version
#INFO	publisher=CDS	  Data centre that produced the VOTable

#RESOURCE=yCat_22340018
#Name: J/ApJS/234/18
#Title: GALEX/S4G surface brightness profiles. I. (Bouquin+, 2018)
#INFO	ivoid=ivo://cds.vizier/j/apjs/234/18	    IVOID of underlying data collection
#INFO	creator=Bouquin A.Y.K.	    First author or institution
#INFO	cites=bibcode:2018ApJS..234...18B	    Article or Data origin sources
#INFO	editor=Astrophysical Journal Supplement (AAS)	    Editor name (article)
#INFO	original_date=2018	    Year of the article publication
#INFO	reference_url=https://cdsarc.cds.unistra.fr/viz-bin/cat/J/ApJS/234/18	    Dataset landing page
#INFO	citation=doi:10.26093/cds/vizier.22340018	    Dataset identifier that can be used for citation
#INFO	publication_date=2018-07-16	    Date of first publication in the data centre
#INFO	rights_uri=https://cds.unistra.fr/vizier-org/licences_vizier.html	    Licence URI
#Table	J_ApJS_234_18_table3:
#Name: J/ApJS/234/18/table3
#Title: Surface brightness data for the 1931 galaxies
#Column	Name	(a10)	Galaxy identifier using S^4^G nomenclature	[ucd=meta.id;meta.main]
#Column	sma	(I3)	[6/498] Semi-major axis steps in arcsec	[ucd=phys.angSize;src]
#Column	ell	(F6.3)	Ellipticity	[ucd=src.ellipticity]
#Column	muFUV	(F6.3)	[18.7/40]? GALEX FUV band AB magnitude surface brightness	[ucd=phot.mag.sb;em.UV.100-200nm]
#Column	cumuFUV	(F6.3)	[10/24.2]? Cumulative AB magnitude in FUV band	[ucd=phot.mag;em.UV]
#Column	muNUV	(F6.3)	[18.6/40.3]? GALEX NUV band AB magnitude surface brightness	[ucd=phot.mag.sb;em.UV.200-300nm]
#Column	cumuNUV	(F6.3)	[9.5/23]? Cumulative AB magnitude in NUV band	[ucd=phot.mag;em.UV]
#Column	FN	(F6.3)	[-9.3/10.5]? FUV-NUV color from muFUV-muNUV	[ucd=phot.mag.sb]
#Column	sma36	(I3)	[7/664] Semi-major axis steps in IRAC pixels; 0.75"/pix (1)	[ucd=phys.size.radius]
#Column	mu36corr	(F6.3)	[14/39]? 3.6um aperture-corrected surface brightness (1)	[ucd=phot.mag.sb;em.IR.3-4um]
#Column	tmagcorr	(F6.3)	[6/22]? 3.6um aperture-corrected AB magnitude inside aperture (1)	[ucd=phot.mag;em.IR.3-4um]
#Column	asmag36	(F6.3)	[6.3/17.2] 3.6um asymptotic AB magnitude	[ucd=phot.mag;em.IR.3-4um]
Name;sma;ell;muFUV;cumuFUV;muNUV;cumuNUV;FN;sma36;mu36corr;tmagcorr;asmag36
ESO085-014;150; 0.629;27.837;14.499;27.155;14.078; 0.682;200;27.128;13.343;13.339
ESO085-014;156; 0.629;28.357;14.489;27.178;14.063; 1.179;208;28.137;13.341;13.339
ESO085-014;162; 0.629;27.797;14.484;27.291;14.052; 0.506;216;28.115;13.341;13.339
ESO085-014;168; 0.629;28.668;14.473;27.577;14.042; 1.091;224;27.439;13.340;13.339
ESO085-014;174; 0.629;28.837;14.470;27.509;14.032; 1.328;232;      ;13.339;13.339
ESO085-014;180; 0.629;28.258;14.465;27.897;14.023; 0.361;240;29.047;13.339;13.339
ESO085-014;186; 0.629;28.112;14.456;27.771;14.015; 0.341;248;28.504;13.338;13.339
ESO085-030;  6; 0.437;22.750;18.181;22.337;17.691; 0.413;  7;19.633;14.715;13.227
ESO085-030; 12; 0.437;23.221;16.769;22.856;16.388; 0.365; 16;20.728;13.877;13.227
ESO085-030; 18; 0.437;24.474;16.273;23.858;15.872; 0.615; 24;21.783;13.548;13.227
ESO085-030; 24; 0.437;24.996;16.076;24.683;15.689; 0.313; 31;22.589;13.405;13.227
ESO085-030; 30; 0.437;25.510;15.938;25.137;15.557; 0.372; 40;23.369;13.334;13.227
ESO085-030; 36; 0.437;25.901;15.834;25.721;15.461; 0.180; 48;24.106;13.293;13.227
ESO085-030; 42; 0.437;26.323;15.764;26.302;15.403; 0.021; 56;24.777;13.268;13.227
ESO085-030; 48; 0.437;27.004;15.722;26.789;15.368; 0.215; 64;25.570;13.253;13.227
ESO085-030; 54; 0.437;27.408;15.687;27.252;15.338; 0.156; 72;25.932;13.243;13.227
ESO085-030; 60; 0.437;27.505;15.660;27.900;15.321;-0.395; 79;26.414;13.234;13.227
ESO146-014;132; 0.792;      ;16.120;29.866;15.885;      ;176;27.592;15.241;15.192
ESO085-030; 66; 0.437;29.083;15.648;28.375;15.313; 0.708; 87;27.255;13.231;13.227
ESO085-030; 72; 0.437;28.890;15.640;28.607;15.303; 0.282; 95;27.618;13.229;13.227
ESO085-030; 78; 0.437;28.250;15.625;28.906;15.295;-0.656;104;28.474;13.228;13.227
ESO085-030; 84; 0.437;28.100;15.612;28.821;15.290;-0.721;112;27.478;13.227;13.227
ESO085-047;  6; 0.609;23.653;19.262;23.842;19.458;-0.189;  8;22.631;18.386;15.066
ESO085-047; 12; 0.609;24.249;18.142;24.240;18.234; 0.009; 16;23.152;17.261;15.066
ESO085-047; 18; 0.609;25.771;17.737;24.905;17.658; 0.865; 24;23.582;16.701;15.066
ESO085-047; 24; 0.609;25.483;17.411;25.258;17.299; 0.225; 32;23.933;16.321;15.066
ESO085-047; 30; 0.609;26.188;17.161;25.446;17.018; 0.742; 40;24.312;16.057;15.066
ESO085-047; 36; 0.609;26.315;17.016;25.955;16.811; 0.360; 48;24.703;15.873;15.066
ESO085-047; 42; 0.609;25.941;16.902;26.122;16.676;-0.181; 56;24.781;15.733;15.066
ESO085-047; 48; 0.609;26.136;16.768;25.936;16.535; 0.200; 64;24.972;15.610;15.066
ESO085-047; 54; 0.609;25.934;16.622;26.225;16.416;-0.291; 72;25.383;15.513;15.066
ESO085-047; 60; 0.609;26.601;16.505;26.291;16.322; 0.310; 79;25.154;15.427;15.066
ESO085-047; 66; 0.609;26.333;16.422;26.360;16.232;-0.027; 87;25.325;15.350;15.066
ESO085-047; 72; 0.609;26.620;16.325;26.356;16.133; 0.263; 95;25.454;15.277;15.066
ESO085-047; 78; 0.609;27.079;16.255;26.482;16.059; 0.597;104;25.836;15.219;15.066
ESO085-047; 84; 0.609;27.268;16.211;26.660;15.996; 0.609;112;25.661;15.174;15.066
ESO085-047; 90; 0.609;27.321;16.170;27.042;15.935; 0.278;120;26.544;15.135;15.066
ESO085-047; 96; 0.609;27.293;16.123;27.105;15.893; 0.189;127;26.519;15.107;15.066
ESO085-047;102; 0.609;27.460;16.067;27.017;15.847; 0.443;136;27.016;15.088;15.066
ESO085-047;108; 0.609;27.103;16.029;26.936;15.798; 0.168;144;26.349;15.066;15.066
ESO115-021;  6; 0.796;23.485;19.990;23.227;19.751; 0.258;  8;21.832;18.358;13.553
ESO115-021; 12; 0.796;23.707;18.779;23.374;18.440; 0.333; 16;21.973;17.032;13.553
ESO115-021; 18; 0.796;23.886;18.112;23.553;17.735; 0.332; 24;22.160;16.286;13.553
ESO115-021; 24; 0.796;24.019;17.522;23.665;17.168; 0.353; 32;22.291;15.732;13.553
ESO115-021; 30; 0.796;24.225;17.063;23.866;16.724; 0.359; 40;22.494;15.359;13.553
ESO115-021; 36; 0.796;24.360;16.745;24.053;16.415; 0.306; 48;22.684;15.104;13.553
ESO115-021; 42; 0.796;24.585;16.517;24.251;16.187; 0.334; 56;22.835;14.898;13.553
ESO115-021; 48; 0.796;24.839;16.325;24.456;15.994; 0.383; 64;23.029;14.732;13.553
ESO115-021; 54; 0.796;25.041;16.174;24.656;15.837; 0.385; 72;23.179;14.589;13.553
ESO115-021; 60; 0.796;25.184;16.028;24.804;15.699; 0.380; 80;23.341;14.460;13.553
ESO115-021; 66; 0.796;25.256;15.895;24.903;15.571; 0.353; 88;23.531;14.348;13.553
ESO115-021; 72; 0.796;25.255;15.767;24.916;15.445; 0.340; 96;23.657;14.255;13.553
ESO115-021; 78; 0.796;25.212;15.618;24.912;15.306; 0.300;104;23.769;14.174;13.553
ESO115-021; 84; 0.796;25.344;15.489;25.042;15.184; 0.302;112;23.949;14.110;13.553
ESO115-021; 90; 0.796;25.554;15.376;25.224;15.073; 0.330;120;24.121;14.051;13.553
ESO115-021; 96; 0.796;25.698;15.289;25.315;14.989; 0.383;128;24.165;13.989;13.553
ESO115-021;102; 0.796;25.863;15.214;25.529;14.913; 0.334;136;24.191;13.926;13.553
ESO115-021;108; 0.796;25.859;15.143;25.578;14.846; 0.280;144;24.532;13.869;13.553
ESO115-021;114; 0.796;26.061;15.084;25.793;14.791; 0.267;152;24.586;13.821;13.553
ESO115-021;120; 0.796;26.177;15.036;25.904;14.747; 0.272;160;24.716;13.782;13.553
ESO115-021;126; 0.796;26.501;14.991;26.165;14.705; 0.335;168;24.652;13.746;13.553
ESO115-021;132; 0.796;26.838;14.959;26.425;14.672; 0.413;176;24.975;13.715;13.553
ESO115-021;138; 0.796;26.859;14.933;26.541;14.646; 0.317;184;25.191;13.690;13.553
ESO115-021;144; 0.796;26.930;14.906;26.607;14.620; 0.322;192;25.227;13.668;13.553
ESO115-021;150; 0.796;27.077;14.881;26.742;14.597; 0.335;200;25.526;13.649;13.553
ESO115-021;156; 0.796;27.159;14.860;26.811;14.575; 0.348;208;25.674;13.636;13.553
ESO115-021;162; 0.796;27.278;14.838;26.958;14.555; 0.319;216;26.059;13.623;13.553
ESO115-021;168; 0.796;27.373;14.820;27.152;14.536; 0.221;224;25.916;13.610;13.553
ESO115-021;174; 0.796;27.338;14.800;27.115;14.518; 0.223;232;26.110;13.598;13.553
ESO115-021;180; 0.796;27.566;14.781;27.255;14.500; 0.311;240;26.245;13.588;13.553
ESO115-021;186; 0.796;27.707;14.764;27.315;14.484; 0.392;248;26.482;13.580;13.553
ESO115-021;192; 0.796;27.926;14.749;27.578;14.469; 0.349;256;26.386;13.574;13.553
ESO115-021;198; 0.796;28.066;14.737;27.787;14.457; 0.279;264;26.601;13.567;13.553
ESO115-021;204; 0.796;28.320;14.727;27.907;14.447; 0.413;272;27.099;13.562;13.553
ESO115-021;210; 0.796;28.363;14.718;28.073;14.438; 0.291;280;26.860;13.557;13.553
ESO119-016;  6; 0.654;25.044;20.971;24.633;20.551; 0.411;  7;22.900;18.767;14.665
ESO119-016; 12; 0.654;25.353;19.876;24.874;19.334; 0.479; 16;22.944;17.478;14.665
ESO119-016; 18; 0.654;25.350;19.101;25.017;18.645; 0.332; 24;23.282;16.769;14.665
ESO119-016; 24; 0.654;25.603;18.594;25.224;18.150; 0.379; 31;23.647;16.339;14.665
ESO119-016; 30; 0.654;25.647;18.190;25.247;17.758; 0.400; 40;23.877;16.037;14.665
ESO119-016; 36; 0.654;25.407;17.801;25.101;17.407; 0.306; 48;23.887;15.775;14.665
ESO119-016; 42; 0.654;25.343;17.457;25.074;17.083; 0.269; 56;23.656;15.498;14.665
ESO119-016; 48; 0.654;25.480;17.125;25.229;16.785; 0.251; 64;23.921;15.248;14.665
ESO119-016; 54; 0.654;25.731;16.866;25.456;16.546; 0.274; 72;24.178;15.078;14.665
ESO119-016; 60; 0.654;26.012;16.667;25.724;16.362; 0.289; 79;24.559;14.957;14.665
ESO119-016; 66; 0.654;26.272;16.532;25.971;16.226; 0.301; 87;24.846;14.866;14.665
ESO119-016; 72; 0.654;26.469;16.419;26.228;16.116; 0.241; 95;25.411;14.809;14.665
ESO119-016; 78; 0.654;26.803;16.322;26.502;16.027; 0.302;104;25.406;14.762;14.665
ESO119-016; 84; 0.654;27.190;16.262;26.902;15.966; 0.288;112;25.955;14.726;14.665
ESO119-016; 90; 0.654;27.319;16.217;27.079;15.921; 0.240;120;26.451;14.707;14.665
ESO119-016; 96; 0.654;27.564;16.181;27.302;15.884; 0.262;127;26.560;14.695;14.665
ESO119-016;102; 0.654;28.065;16.153;27.748;15.856; 0.317;136;26.806;14.683;14.665
ESO119-016;108; 0.654;28.664;16.137;28.276;15.839; 0.388;144;28.116;14.675;14.665
ESO119-016;114; 0.654;29.196;16.128;28.984;15.829; 0.211;152;27.477;14.670;14.665
ESO119-016;120; 0.654;29.724;16.123;29.323;15.823; 0.401;160;28.697;14.667;14.665
ESO119-016;126; 0.654;30.435;16.119;29.660;15.817; 0.775;168;28.227;14.666;14.665
ESO119-016;132; 0.654;30.160;16.116;30.106;15.813; 0.055;176;      ;14.667;14.665
ESO119-016;138; 0.654;30.008;16.111;30.515;15.811;-0.507;184;28.673;14.666;14.665
ESO119-016;144; 0.654;34.659;16.108;31.777;15.811; 2.882;192;      ;14.666;14.665
ESO120-012;  6; 0.286;23.616;19.317;23.331;18.819; 0.285;  7;21.955;16.998;14.070
ESO120-012; 12; 0.286;24.209;17.562;23.704;17.304; 0.505; 16;22.362;15.803;14.070
ESO120-012; 18; 0.286;24.077;16.710;23.798;16.491; 0.279; 24;22.818;15.269;14.070
ESO120-012; 24; 0.286;24.049;16.139;23.869;15.921; 0.180; 32;23.211;14.921;14.070
ESO120-012; 30; 0.286;24.114;15.624;23.995;15.468; 0.119; 40;23.557;14.681;14.070
ESO120-012; 36; 0.286;24.733;15.355;24.527;15.200; 0.206; 48;24.003;14.512;14.070
ESO120-012; 42; 0.286;25.184;15.215;24.940;15.037; 0.244; 56;24.362;14.384;14.070
ESO120-012; 48; 0.286;25.511;15.105;25.362;14.922; 0.149; 64;24.816;14.294;14.070
ESO120-012; 54; 0.286;25.878;15.018;25.662;14.839; 0.217; 72;25.007;14.234;14.070
ESO120-012; 60; 0.286;26.243;14.959;26.050;14.774; 0.193; 79;25.190;14.181;14.070
ESO120-012; 66; 0.286;26.554;14.907;26.537;14.731; 0.017; 87;25.618;14.139;14.070
ESO120-012; 72; 0.286;27.810;14.879;27.200;14.701; 0.609; 95;26.092;14.112;14.070
ESO120-012; 78; 0.286;29.215;14.871;27.521;14.685; 1.694;104;27.031;14.094;14.070
ESO120-012; 84; 0.286;29.107;14.866;28.748;14.675; 0.359;112;27.149;14.084;14.070
ESO120-012; 90; 0.286;28.494;14.860;29.476;14.669;-0.981;120;27.639;14.071;14.070
ESO120-012; 96; 0.286;30.414;14.855;29.007;14.666; 1.408;127;29.634;14.071;14.070
ESO120-012;102; 0.286;32.180;14.855;30.184;14.662; 1.996;136;      ;14.073;14.070
ESO120-012;108; 0.286;      ;14.855;28.882;14.657;      ;144;30.280;14.071;14.070
ESO120-021;  6; 0.533;24.336;20.019;24.481;20.025;-0.145;  8;23.625;19.111;15.656
ESO120-021; 12; 0.533;25.026;18.630;24.597;18.584; 0.429; 16;23.869;17.813;15.656
ESO120-021; 18; 0.533;25.437;18.021;24.940;17.899; 0.497; 24;24.012;17.195;15.656
ESO120-021; 24; 0.533;25.497;17.609;24.897;17.387; 0.601; 32;24.104;16.742;15.656
ESO120-021; 30; 0.533;25.306;17.197;25.168;17.017; 0.138; 40;24.340;16.322;15.656
ESO120-021; 36; 0.533;25.415;16.889;25.246;16.675; 0.169; 48;24.686;16.051;15.656
ESO120-021; 42; 0.533;25.570;16.602;25.485;16.421; 0.085; 56;25.264;15.892;15.656
ESO120-021; 48; 0.533;26.691;16.466;25.981;16.265; 0.710; 64;25.632;15.793;15.656
ESO120-021; 54; 0.533;27.771;16.409;26.781;16.176; 0.989; 72;26.094;15.729;15.656
ESO120-021; 60; 0.533;28.051;16.381;27.331;16.137; 0.719; 79;26.453;15.686;15.656
ESO120-021; 66; 0.533;28.600;16.365;28.060;16.105; 0.540; 87;26.826;15.656;15.656
ESO145-025;  6; 0.400;25.883;21.536;25.398;20.884; 0.485;  7;22.905;18.183;14.712
ESO145-025; 12; 0.400;25.802;19.767;25.402;19.267; 0.399; 16;23.221;16.890;14.712
ESO145-025; 18; 0.400;25.892;18.822;25.522;18.403; 0.370; 24;23.633;16.342;14.712
ESO145-025; 24; 0.400;25.845;18.058;25.419;17.779; 0.426; 31;23.934;15.977;14.712
ESO145-025; 30; 0.400;25.716;17.559;25.512;17.281; 0.204; 40;24.029;15.669;14.712
ESO145-025; 36; 0.400;25.565;17.083;25.449;16.891; 0.116; 48;24.374;15.455;14.712
ESO145-025; 42; 0.400;25.846;16.781;25.535;16.576; 0.311; 56;24.627;15.281;14.712
ESO145-025; 48; 0.400;25.520;16.497;25.345;16.293; 0.175; 64;24.940;15.150;14.712
ESO145-025; 54; 0.400;25.530;16.203;25.438;16.026; 0.092; 72;25.091;15.029;14.712
ESO145-025; 60; 0.400;25.830;15.993;25.642;15.811; 0.188; 79;25.587;14.944;14.712
ESO145-025; 66; 0.400;26.308;15.845;25.973;15.660; 0.335; 87;26.248;14.898;14.712
ESO145-025; 72; 0.400;26.555;15.761;26.466;15.561; 0.088; 95;26.446;14.859;14.712
ESO145-025; 78; 0.400;26.853;15.677;26.674;15.492; 0.179;104;26.473;14.827;14.712
ESO145-025; 84; 0.400;27.179;15.618;27.154;15.433; 0.025;112;26.580;14.793;14.712
ESO145-025; 90; 0.400;27.374;15.577;27.216;15.396; 0.157;120;27.440;14.773;14.712
ESO145-025; 96; 0.400;27.266;15.531;27.273;15.357;-0.007;127;27.009;14.755;14.712
ESO145-025;102; 0.400;27.286;15.484;27.276;15.315; 0.010;136;27.077;14.738;14.712
ESO145-025;108; 0.400;27.896;15.447;27.705;15.281; 0.191;144;27.356;14.725;14.712
ESO145-025;114; 0.400;27.682;15.421;27.597;15.253; 0.085;152;27.778;14.717;14.712
ESO146-014;  6; 0.792;23.929;20.265;23.994;20.165;-0.065;  8;21.858;18.410;15.192
ESO146-014; 12; 0.792;24.460;19.078;24.079;18.929; 0.381; 16;22.359;17.507;15.192
ESO146-014; 18; 0.792;24.836;18.392;24.346;18.082; 0.489; 24;22.864;17.005;15.192
ESO146-014; 24; 0.792;25.063;17.727;24.527;17.550; 0.536; 32;23.243;16.587;15.192
ESO146-014; 30; 0.792;25.065;17.214;24.533;17.036; 0.532; 40;23.640;16.266;15.192
ESO146-014; 36; 0.792;25.535;16.923;25.182;16.733; 0.353; 48;23.966;16.051;15.192
ESO146-014; 42; 0.792;25.937;16.770;25.528;16.565; 0.409; 56;24.342;15.917;15.192
ESO146-014; 48; 0.792;26.349;16.675;25.648;16.461; 0.701; 64;24.569;15.802;15.192
ESO146-014; 54; 0.792;25.753;16.519;25.400;16.309; 0.352; 72;24.555;15.697;15.192
ESO146-014; 60; 0.792;26.434;16.408;25.812;16.164; 0.622; 80;24.984;15.582;15.192
ESO146-014; 66; 0.792;27.133;16.334;26.093;16.082; 1.040; 88;25.294;15.519;15.192
ESO146-014; 72; 0.792;26.858;16.289;26.656;16.015; 0.202; 96;25.471;15.477;15.192
ESO146-014; 78; 0.792;28.635;16.252;27.330;15.979; 1.305;104;25.768;15.438;15.192
ESO146-014; 84; 0.792;27.266;16.215;27.756;15.955;-0.490;112;25.754;15.396;15.192
ESO146-014; 90; 0.792;27.411;16.180;27.030;15.939; 0.382;120;25.999;15.368;15.192
ESO146-014; 96; 0.792;28.459;16.149;28.084;15.919; 0.375;128;26.295;15.337;15.192
ESO146-014;102; 0.792;      ;16.143;27.833;15.907;      ;136;26.223;15.317;15.192
ESO146-014;108; 0.792;29.304;16.139;28.390;15.898; 0.915;144;26.817;15.294;15.192
ESO146-014;114; 0.792;28.665;16.136;28.887;15.900;-0.222;152;26.686;15.277;15.192
ESO146-014;120; 0.792;29.668;16.130;28.920;15.888; 0.748;160;27.508;15.260;15.192
ESO146-014;126; 0.792;29.753;16.122;      ;15.888;      ;168;28.609;15.249;15.192
ESO146-014;138; 0.792;27.923;16.120;29.415;15.886;-1.492;184;27.830;15.230;15.192
ESO146-014;144; 0.792;      ;16.116;      ;15.883;      ;192;29.112;15.223;15.192
ESO146-014;150; 0.792;      ;16.115;      ;15.883;      ;200;      ;15.214;15.192
ESO146-014;156; 0.792;28.241;16.115;28.960;15.881;-0.719;208;      ;15.213;15.192
ESO146-014;162; 0.792;      ;16.114;28.431;15.884;      ;216;28.556;15.211;15.192
ESO146-014;168; 0.792;28.600;16.110;29.667;15.876;-1.067;224;27.285;15.205;15.192
ESO146-014;174; 0.792;29.661;16.107;29.225;15.872; 0.436;232;27.793;15.195;15.192
ESO149-001;  6; 0.763;22.956;19.270;22.682;19.087; 0.274;  8;21.057;17.374;13.507
ESO149-001; 12; 0.763;23.367;18.102;22.928;17.780; 0.439; 16;21.445;16.098;13.507
ESO149-001; 18; 0.763;23.720;17.564;23.223;17.092; 0.497; 24;21.822;15.622;13.507
ESO149-001; 24; 0.763;23.862;17.092;23.403;16.609; 0.459; 32;22.109;15.309;13.507
ESO149-001; 30; 0.763;24.053;16.764;23.458;16.250; 0.595; 40;22.274;15.033;13.507
ESO149-001; 36; 0.763;24.147;16.455;23.579;15.918; 0.568; 48;22.436;14.730;13.507
ESO149-001; 42; 0.763;24.171;16.164;23.739;15.638; 0.432; 56;22.551;14.481;13.507
ESO149-001; 48; 0.763;24.170;15.884;23.788;15.386; 0.383; 64;22.711;14.269;13.507
ESO149-001; 54; 0.763;24.419;15.637;23.955;15.167; 0.464; 72;23.014;14.117;13.507
ESO149-001; 60; 0.763;24.684;15.474;24.205;15.013; 0.478; 80;23.292;14.007;13.507
ESO149-001; 66; 0.763;24.739;15.356;24.363;14.896; 0.376; 88;23.538;13.919;13.507
ESO149-001; 72; 0.763;24.867;15.266;24.575;14.808; 0.292; 96;23.720;13.849;13.507
ESO149-001; 78; 0.763;24.818;15.178;24.574;14.733; 0.244;104;23.890;13.794;13.507
ESO149-001; 84; 0.763;24.921;15.066;24.568;14.632; 0.353;112;24.124;13.736;13.507
ESO149-001; 90; 0.763;25.395;14.973;24.890;14.551; 0.505;120;24.409;13.690;13.507
ESO149-001; 96; 0.763;25.683;14.924;25.519;14.503; 0.164;128;24.674;13.656;13.507
ESO149-001;102; 0.763;26.550;14.895;25.876;14.472; 0.673;136;24.964;13.628;13.507
ESO149-001;108; 0.763;26.587;14.875;26.222;14.449; 0.365;144;25.175;13.606;13.507
ESO149-001;114; 0.763;26.925;14.859;26.434;14.431; 0.491;152;25.542;13.589;13.507
ESO149-001;120; 0.763;27.762;14.847;26.655;14.416; 1.107;160;25.907;13.576;13.507
ESO149-001;126; 0.763;27.669;14.837;26.845;14.404; 0.824;168;25.815;13.565;13.507
ESO149-001;132; 0.763;28.196;14.830;27.058;14.394; 1.138;176;26.132;13.557;13.507
ESO149-001;138; 0.763;28.367;14.825;27.658;14.387; 0.709;184;26.308;13.551;13.507
ESO149-001;144; 0.763;28.481;14.822;27.781;14.381; 0.700;192;26.449;13.545;13.507
ESO149-001;150; 0.763;28.814;14.817;28.015;14.376; 0.799;200;27.194;13.540;13.507
ESO149-001;156; 0.763;28.644;14.815;28.400;14.372; 0.244;208;27.463;13.537;13.507
ESO149-001;162; 0.763;29.941;14.813;28.094;14.368; 1.847;216;26.813;13.534;13.507
ESO149-001;168; 0.763;29.206;14.811;28.580;14.365; 0.626;224;26.757;13.528;13.507
ESO149-001;174; 0.763;29.406;14.809;28.254;14.362; 1.152;232;28.939;13.524;13.507
ESO149-001;180; 0.763;29.228;14.806;28.764;14.360; 0.465;240;27.775;13.522;13.507
ESO149-001;186; 0.763;28.872;14.803;29.329;14.358;-0.457;248;28.441;13.520;13.507
ESO149-001;192; 0.763;29.445;14.800;29.037;14.356; 0.409;256;27.377;13.518;13.507
ESO149-001;198; 0.763;29.023;14.798;30.004;14.355;-0.981;264;27.809;13.515;13.507
ESO149-001;204; 0.763;29.334;14.795;29.214;14.354; 0.120;272;29.065;13.513;13.507
ESO149-001;210; 0.763;32.179;14.794;29.248;14.352; 2.931;280;27.632;13.512;13.507
ESO149-001;216; 0.763;29.707;14.792;29.316;14.350; 0.391;288;27.424;13.509;13.507
ESO149-001;222; 0.763;30.415;14.790;29.938;14.349; 0.476;296;27.881;13.507;13.507
ESO149-003;  6; 0.643;22.359;18.123;22.407;18.176;-0.048;  7;22.762;18.688;15.805
ESO149-003; 12; 0.643;22.663;16.982;22.695;17.076;-0.033; 16;23.025;17.495;15.805
ESO149-003; 18; 0.643;23.086;16.330;23.085;16.402; 0.001; 24;23.307;16.795;15.805
ESO149-003; 24; 0.643;23.858;16.012;23.743;16.033; 0.115; 31;23.951;16.448;15.805
ESO149-003; 30; 0.643;24.821;15.873;24.505;15.870; 0.316; 40;24.589;16.249;15.805
ESO149-003; 36; 0.643;25.822;15.810;25.477;15.791; 0.345; 48;25.105;16.131;15.805
ESO149-003; 42; 0.643;26.316;15.785;26.224;15.745; 0.091; 56;25.565;16.059;15.805
ESO149-003; 48; 0.643;26.656;15.752;26.541;15.712; 0.115; 64;26.122;16.007;15.805
ESO149-003; 54; 0.643;27.341;15.725;26.886;15.685; 0.454; 72;26.422;15.975;15.805
ESO149-003; 60; 0.643;27.159;15.705;27.656;15.664;-0.497; 79;26.678;15.944;15.805
ESO149-003; 66; 0.643;28.660;15.699;27.396;15.650; 1.264; 87;26.445;15.904;15.805
ESO149-003; 72; 0.643;27.986;15.689;28.059;15.635;-0.072; 95;26.979;15.864;15.805
ESO149-003; 78; 0.643;28.749;15.677;28.156;15.622; 0.593;104;26.856;15.833;15.805
ESO149-003; 84; 0.643;28.739;15.670;29.119;15.613;-0.380;112;27.370;15.805;15.805
ESO150-005;  6; 0.286;24.809;19.784;24.732;19.797; 0.077;  7;22.651;17.641;14.110
ESO150-005; 12; 0.286;25.280;18.786;25.268;18.623; 0.012; 16;23.158;16.505;14.110
ESO150-005; 18; 0.286;25.503;18.159;25.216;17.968; 0.287; 24;23.566;15.915;14.110
ESO150-005; 24; 0.286;25.587;17.673;25.439;17.447; 0.148; 32;23.946;15.569;14.110
ESO150-005; 30; 0.286;25.565;17.277;25.347;17.075; 0.218; 40;24.133;15.342;14.110
ESO150-005; 36; 0.286;25.665;16.957;25.505;16.724; 0.160; 48;24.274;15.128;14.110
ESO150-005; 42; 0.286;25.873;16.655;25.694;16.452; 0.179; 56;24.529;14.952;14.110
ESO150-005; 48; 0.286;26.145;16.438;25.985;16.240; 0.159; 64;24.636;14.791;14.110
ESO150-005; 54; 0.286;26.474;16.290;26.186;16.088; 0.287; 72;24.857;14.652;14.110
ESO150-005; 60; 0.286;26.192;16.144;26.019;15.938; 0.172; 79;24.933;14.555;14.110
ESO150-005; 66; 0.286;26.105;15.964;25.950;15.766; 0.155; 87;24.964;14.477;14.110
ESO150-005; 72; 0.286;26.136;15.806;26.072;15.618; 0.064; 95;24.999;14.393;14.110
ESO150-005; 78; 0.286;26.574;15.667;26.365;15.493; 0.209;104;25.217;14.321;14.110
ESO150-005; 84; 0.286;27.117;15.592;26.772;15.406; 0.345;112;25.414;14.262;14.110
ESO150-005; 90; 0.286;27.879;15.548;27.334;15.352; 0.545;120;25.888;14.211;14.110
ESO150-005; 96; 0.286;28.260;15.525;27.916;15.319; 0.343;127;26.310;14.176;14.110
ESO150-005;102; 0.286;28.686;15.504;28.558;15.300; 0.128;136;26.789;14.148;14.110
ESO150-005;108; 0.286;29.556;15.491;28.947;15.287; 0.608;144;27.066;14.129;14.110
ESO150-005;114; 0.286;29.938;15.486;29.281;15.276; 0.657;152;28.843;14.116;14.110
